title,category
"여야 청년 정치인도 ""정원오 당선됐으면 유혈사태""…재선거엔 엇갈린 의견",Social
혼란의 잠실 개표소…국대 선수·외신기자도 봉변,Social
초록빛으로 뒤덮인 경포호... 강릉의 얼굴이 병들고 있다,Social
"개표소 농성...""재선거"" 요구에 ""부정선거"" 구호도",Social
"""불안 고객 없다""…농협 개인정보 유출 사후대응도 논란",Social
잠실 개표소 시위대 핸드볼 국가대표 선수 소지품 검사까지,Social
"서울대 찾은 젠슨 황 “한국, 로봇 현실화 조건 모두 갖췄다”…DGX 깜짝 선물",Social
"김병기 '차남 취업 특혜 의혹' 수사…경찰, 빗썸 압수수색",Social
"李대통령 “국민 피해보면 되겠나…보완수사권, 국회에 결론 맡긴다”",Social
"'사기·준강제추행' 허경영, 세 번째 청구 끝 보석 석방",Social
"檢, 여자화장실 휴지에 캡사이신 뿌린 사회복무요원 구속기소",Social
"이원택 ""사건 안 끝내 서운"", 전북경찰청장 ""약속한 적 없어""",Social
여자화장실 몰래 들어가 '휴지에 캡사이신' 뿌린 사회복무요원 구속기소…불법 촬영까지,Social
‘연속 야근 없는 4조2교대로’…전국공항 노조 단체 교섭,Social
"[속보]1t 화물차로 시장 돌진해 22명 사상자 낸 60대 운전자 금고형⋯法 “잘못 인정하고, 사망자 4명 중 3명의 유가족과 합의한 점 고려”",Social
“이런 돈 자랑은 언제든 환영”…SK하이닉스 직원 기부에 250명 동참,Social
"서울대 찾은 젠슨 황 ""세상 변화하는 최고의 시기 졸업 부럽다""",Social
"부산 돌려차기男, 1억 배상은 않고 “월15만원 영치금 사용 보장해달라”",Social
"‘폭발 사고’ 한화에어로 대표, 중처법 위반 혐의 입건",Social
女 화장실 휴지에 캡사이신 뿌리고 불법 촬영한 20대 사회복무요원,Social
부산 육군사단서 4명 잇단 사망…2명은 임기제 부사관,Social
"'댓글조작 의혹' 리박스쿨 대표, 첫 재판서 선거법 위반 혐의 부인",Social
[이시각헤드라인] 6월 8일 뉴스현장,Social
잠실개표소 시위 나흘차…핸드볼 선수들·대만 기자 봉변당해(종합),Social
상가 화장실 갔다가 비명...휴지에 캡사이신 뿌린 20대 남성 재판행,Social
"'음료 3잔' 알바생 고소 점주, 근로계약서에 불법 손해배상 약정 넣어",Social
"‘폭발 참사’ 한화에어로 대표, 중처법 위반 혐의 입건",Social
'통합특별시 국비 20조 확보' 민형배 인수위 특위 가동,Social
잠실 개표소 나흘째 봉쇄… “부정선거”·“재선거” 구호 산재 [르포],Social
"‘술파티 위증’ 이화영, 역대 최장 국민참여재판 시작…배심원 12명 선정",Social
제천 교회 주차장서 차량 추락… 70대 부부 끝내 숨져,Social
[단독] ‘베트남 유학생 인신매매’ 브로커 징역 2년 실형이 남긴 질문,Social
제천 승용차 추락사고 중상자 70대 부부 숨져,Social
"동아ST ""당뇨약 다파프로, 포시가 比 비열등 입증""",Culture
"‘K-콘텐츠 성장 전략 모색’…콘진원, 2026 콘텐츠산업포럼 개최",Culture
"거장부터 차세대 스타까지…8월, 롯데콘서트홀이 클래식으로 물든다",Culture
당분간 더위 걱정 없어…동쪽 소나기[날씨],Culture
“쌍둥이 첫째 조산 후 둘째 자연분만 성공”,Culture
"젠슨 황, 첫 한국 예능 출연…""화사 음악 사랑한다"" 팬심 고백",Culture
"디지털관광주민증 혜택 1400여 곳… 문체부·관광公, 운영 지역 확대",Culture
"""20대는 서점가서 소설 샀다""…상반기 도서시장 '텍스트힙' 주도",Culture
“고급 호텔도 안심 못 한다” 다시 고개 든 빈대 공포…어떻게 대처하지?,Culture
"에스파 지젤, 눈에 띄게 마른 모습에 결국 해명… “ADHD 때문”",Culture
[부산일보 오늘의 운세]6월 9일(음 4월 24일),Culture
알바생 '음료 3잔' 횡령논란 점주 형사입건 됐다,Culture
"""3가지 신호 무시했다""…美 '서바이버' 스타 암 투병 고백, 어땠길래?",Culture
"""단순 안검하수 아니었다""… 눈꺼풀 처지던 60대 남성, '이 질환' 진단",Culture
"쿠션을 채워 쓴다…에이블리, 뷰티 재구매 구조 '터치'",Culture
"[날씨] 전국 구름 많음, 한낮 초여름 날씨...동쪽 한때 소나기",Culture
[뉴스12 날씨] 저녁까지 동쪽 소나기…낮 더위 주춤,Culture
"“젊어졌다” 최은경, 확 달라진 인상… 어떤 시술 받았나?",Culture
"“엄마, 이거 잘 안보여?”…시력 저하, 뇌 인지 능력도 떨어뜨린다",Culture
“휴대전화 바꿔볼까”…‘삼전’ 제품 사면 구매액 20% 온누리상품권 환급,Culture
"‘혈압에 좋은’ 비트, 제대로 활용하는 방법 5가지",Culture
상반기 팔린 책 10권 중 1권은 소설…100위권 중 30종 차지,Culture
"케이크 먹을 때 설거지 걱정 끝, 이 접시를 써보세요",Culture
새벽부터 옷장 앞에...  선거 참관인으로 본 투표소의 하루,Culture
국산 율무는 ‘골’이 좁다…수입 율무와 구별하는 법,Culture
"‘독서도 힙하게’···20대가 서점으로, 소설이 베스트셀러 휩쓸었다",Culture
"""20대는 서점가서 소설 샀다""…상반기 도서시장 '텍스트힙' 주도",Culture
수족구병 환자 3주 연속 증가…입안 물집·손발 발진 생겼다면 의심,Culture
"매운 고추가 건강에 좋다?... ""특정 재료보다 식습관이 더 중요""",Culture
"LG에너지솔루션, 美 관세 환급 신청…1000억원 이상 환급 전망",Culture
"진행성 위암 완화 수술, 위절제술보다 합병증·사망 위험 높아",Culture
"문체부, 디지털관광주민증 운영 지역 52곳으로 확대",Culture
"홍합 접착단백질로 만든 백신, 면역 지속력 3배…""암 백신에도 적용""",Culture
“말이 왜 이러지?”…놓치면 안 되는 뇌졸중 적신호 4가지,Culture
“올여름 역대급 폭염 온다”… ‘벌써?’ 한발 빠르게 등판한 편의점 여름 별미 신상들,Culture
국물 흘리고 스마트폰 흔들리고… 양손 다 떨리면 뇌 오류일 수도,Culture
“Nothing is better than 치맥” BBQ 홍대입구점부터 잠실구장까지 젠슨 황의 K치킨 사랑,Culture
"레미콘노조 휴업 첫날…건설현장 ""콘크리트 타설 차질"" 우려",Culture
"정의선·젠슨 황, 오늘 양재사옥서 회동…로보틱스 협력 본격화하나",Culture
[심백강의 한국 고대사] 공무도하가는 북경의 조선하를 배경으로 창작된 고조선 가요다,Culture
"인벤티지랩, 美 비만학회서 핵심 파이프라인 포스터 발표",Culture
[날씨체크] 화요일부터 다시 더운 날씨···곳에 따라 소나기,Culture
“재벌은 삼겹살 비계 안 먹더라”…건강 영향은?,Culture
“당장 만들어야겠네”…‘이것’ 있으면 국내 1만4000여곳 할인 혜택,Culture
"이란, 이스라엘에 미사일 공격…휴전 위기 고조",World
"""중국 핵탄두, 지난해 620기로 증가…ICBM 발사대 수는 미러 추월""",World
"시진핑, 7년 만의 방북 일정 시작…공항엔 레드카펫",World
"""트럼프 생일 백악관 UFC 경기 못하게 해달라""…소송",World
"미국, '월드컵 출전' 이란 선수들 입국비자 발급",World
"""냉동 고등어 안심하고 드세요""…해수부, 수입 수산물 유통 관리 강화",World
"""스페이스X 가치는 1.3조 달러...AI 고평가""",World
무너지고 내려앉고…필리핀 해안 도심 강타한 지진 위력 [지금뉴스],World
"영·프·독 정상, 젤렌스키와 회동…러시아에 휴전 촉구",World
"트럼프 “보복 말길” 요청에도...이스라엘, 이란에 미사일 공격[美-이란전쟁]",World
"핵보유국들, 핵탄두 실전 배치 증가, 위협 고조-SIPRI",World
AI 거품·중동 리스크 겹쳤다…亞증시 급락·유가 급등,World
"트럼프, 韓기업에 1000억 토해낸다…‘눈물의 관세 환급’ 아직 200조원 남아 [핫이슈]",World
엔비디아·브로드컴 직격탄?...월가에 불어닥치는 태풍 [지금이뉴스],World
"[뉴스나우] 시진핑, 7년 만에 방북...북중 재밀착 속 회담 의제는?",World
"[영상] 트럼프, ‘선거 조작 증거’ 묻자 폭발…NBC 인터뷰 중 자리 떴다 [핫이슈]",World
시진핑 평양 도착...'핵 쐐기' 김정은 마중 나온 듯,World
시진핑 전용기로 평양 도착…7년만의 방북 일정 시작,World
“中핵탄두 620기로 실전 배치도↑…2차 타격 능력 강화”,World
"""스페이스X, 위험한 도박""...전문가조차 ""이 가격엔 안 산다"" 경고",World
‘AI 인재전쟁’ 뛰어든 中 화웨이… 전 세계서 22만명 끌어모아,World
"美 의회, '해군 함정 해외 건조 금지' 추진…한·미 조선협력 변수",World
"시진핑, 7년 만에 방북…펑리위안도 동행",World
亞증시 초토화…코스피 6%·닛케이 4%·자취안 5% 급락,World
"이스라엘, 이란 심장부 타격…""보복 말라"" 트럼프 경고 무색",World
"""앱으로 택시 부르는 평양, 무슨 일?""…'러시아 특수'에 살아난 北 경제",World
독일 지방선거서 네오나치당 후보가 시장 될 뻔,World
월드컵 조급한 트럼프… “이란과 10일까지 합의”,World
"트럼프, 부정선거론 펴다가 근거 못 대고…방송 인터뷰 중 ‘버럭 퇴장’",World
"이스라엘, 이란 군사시설 보복 타격…확전 우려 커져",World
"시진핑 내외 평양 향해 이륙…김정은, 공항서 직접 맞이할 듯(종합)",World
"다시 시작된 '보복 악순환'…이스라엘, 이란 군사시설 타격",World
習 “북중친선 언제나 불패”…北 ‘밀착과시’ 속 북핵 논의 주목,World
"시진핑, 7년만에 방북 배경은…북러 밀착 견제 목표",World
日닛케이지수 4% 넘게 급락..6만4천선 붕괴,World
"시진핑, 7년만의 방북…전용기로 베이징서 출발",World
“군대 투입 허용”…반정부 시위 격화에 볼리비아 의회 계엄령법 통과,World
“美 패트리엇과 맞먹는다”…대만 코앞까지 온 中 신형 미사일 정체는? [밀리터리+],World
11년 전엔 공연도 취소했는데…北 핵보유국 굳히기에 '침묵'하는 中,World
"이스라엘군 ""이란 서부·중부 표적 공습""",World
"이스라엘, 이란 테헤란·이스파한 보복공습…""군사목표 타격""(상보)",World
필리핀 7.8 강진에 日·대만 등 쓰나미 위험…최소 1명 사망(종합),World
세번째 방북 시진핑 “군국주의 부활” 일본에 강한 경고,World
"SIPRI, 북한 보유 핵탄두 추정치 50→60기로 상향",World
"이스라엘, 美 고위직 도청 파문…트럼프-네타냐후 '브로맨스' 흔들",World
"네이버-엔비디아, AI 인프라 깐부 맺는다…기가와트급 AI 팩토리 구축(종합)",IT_Science
선박·건설·가전서 혁신 이끈 엔지니어들 6월 '대한민국 엔지니어상',IT_Science
"로봇 눈에 ‘인간의 언어’ 입혔다…UNIST, 실시간 3D 공간 인식 AI 개발",IT_Science
"LG CNS, IT 시스템 구축용 에이전틱 AI 출시…""생산성 혁신""",IT_Science
"원자력연, 'MSR' 적용 화물선 개념설계 기본승인 획득",IT_Science
"치지직에서 ‘FC온라인’ 미니 게임까지…넥슨-네이버, 연계 콘텐츠 선봬",IT_Science
한국나노기술원 신임 원장에 삼전 출신 변대석 교수,IT_Science
"SK AX, 글로벌 기업 Mercer와 기업 운영방식 AI로 재설계한다",IT_Science
제주 바다 규조류 추출물로 샴푸 개발…2주 쓰니 탈락 모발 73% 감소,IT_Science
미국이 막았는데 영국이 열어줬다…화웨이 유럽 진출의 숨은 이야기,IT_Science
"SK하이닉스, 한미반도체 TC본더 442억원 발주…""HBM4 생산 확대""",IT_Science
"젠슨 황 보려고 서울대 '100m 대기줄'… ""이젠 기계공학자의 시대""",IT_Science
20년 넘은 ISS 노후화 경고음…공기 유출로 긴급 대피 소동 [우주로 간다],IT_Science
매크로 변수가 부른 '크립토 윈터'…'정책 모멘텀' 반등될까 [크립토브리핑],IT_Science
SKT '풀스택'·네이버 '소버린'…엔비디아와 글로벌 AI 수요 대응(종합2보),IT_Science
"[기획]젠슨 황, SK·삼성과 'AI 팩토리 구축' 전방위 협력",IT_Science
태평양에 무슨 일?...위성이 포착한 슈퍼 엘니뇨 신호,IT_Science
"李대통령 ""초과이윤 국제적 논의 필요...초과세수는 미래 투자""",IT_Science
"李 대통령, 투표용지 부족에 ""헌정시스템 문제, 정부 요인 의견 듣겠다""",IT_Science
"에이로봇·엔닷라이트, 한화오션과 조선업 휴머노이드 실증 추진",IT_Science
"젠슨 황 ""LG·엔비디아 '원 팀'처럼 일해…많은 발표 있을 것""",IT_Science
"SKT, 엔비디아와 맞손…아시아 최대 AI 인프라 회사로 도약",IT_Science
‘40대’ 탈모인 겨냥 그래비티 샴푸 ‘출시’…모발 탈락 ‘73%’ 감소,IT_Science
"환경호르몬이 만든 '불량 면역세포', 항암 방어 무너뜨린다",IT_Science
"AI 인프라 강조한 젠슨 황...SKT, 핵심 파트너로 부상 [현장+]",IT_Science
"LG, 엔비디아와 모빌리티·AI인프라·피지컬AI 미래 지도 그린다",IT_Science
젠슨 황 “투자자라면 다음 주를 생각 말고 10년 후 생각하라”,IT_Science
"[AI 고속도로] 네이버-엔비디아, 초대형 AI 인프라 '동맹'…유럽·중동 소버린 공략한다",IT_Science
"‘통신사→AI 인프라 기업’…SKT, 그룹 AI 전략 핵심축 부상",IT_Science
"엔비디아와 동맹 맺은 SKT, AI 인프라 구축 나선다",IT_Science
"LG트윈타워 간 젠슨 황 ""LG와의 가장 중요한 협력 분야는 로봇""",IT_Science
"AI, 데이터센터 넘어 전력·건설 현장까지 확산",IT_Science
"“스페이스X, 너무 비싸다…이 가격엔 안 사” 전문가 의견 나왔다",IT_Science
"100억 년 전 ‘잠든 블랙홀’, 세계 최초로 관측 성공",IT_Science
축구장 21배 ‘AI 심장’ 만드는 LGU+ “5조원 수주한다”,IT_Science
'젊은' 활동은하핵 특이현상 포착…우주 진화 비밀 실마리,IT_Science
젠슨 황 파워?…코스피 급락장에 SKT 나홀로 급등,IT_Science
"""나는 한국과 함께 성장"" 젠슨 황, 엔씨·크래프톤 연쇄 회동 이유",IT_Science
"[종합] 'AI 전방위 협력' 맞손 잡은 최태원-젠슨 황…""내년 韓 AI 팩토리 구축""",IT_Science
[포스트 오라클] 티베로의 무기…서버 꺼져도 데이터는 산다,IT_Science
"NASA X-59, 첫 초음속 비행 성공…저소음 초음속 시대 눈앞",IT_Science
"환율 1550원 시대, 역직구가 뜬다?",IT_Science
"'골든벨' 울린 네이버 이해진, 엔비디아와 수십만장 GPU '지능 공장' 짓는다",IT_Science
"리드 호프먼 링크드인 창업자, MS 떠난다...AI 통찰·스타트업 네트워크 공백 우려",IT_Science
